activity,review,rating
Japanese Plastic Food Sample Art Experience in Tokyo,"Our family booked 2 sessions of workshop here, the first to make a parfait, ramen and curry rice, and the second to make 2 tempura sets. We went immediately when we touched down and as there were some delays at the airport and it was raining when we were traveling to the workshop, we were late and the owner of the workshop, Ito san, was standing outside looking worried and waiting for us. When he saw us, he warmly welcomed us and was patient with us whilst we settled down. Ito san was extremely patient and kind when teaching us how to make the various display food, especially with my daughter was so still young and so needed more time/strength to compete the display food. He patiently explained to us the different materials used and also made sure our end products were of high quality, adding on more materials as and when needed. In the end we exceeded our allocated time of 2hours but not once were we rushed at all. Ito san’s sincerity and skills shined throughout our workshops. I also heard the other facilitators teaching and they were patient as well. I would highly recommend the workshops here and thank you so much Ito san for such a memorable experience! ",5
Japanese Plastic Food Sample Art Experience in Tokyo,I took my niece to make the ramen sample food and we had fun! Just a short walk from the train stop. The people there are very friendly and easy to talk to. I hope to visit again one day.,5
Japanese Plastic Food Sample Art Experience in Tokyo,"Let me start by saying this art form is so cool and everywhere in Japan. And make no mistake, this is an art studio that has been passed down for generations. We had a great time and learned a lot of new things, immersing ourselves in this unique art form with wonderful teachers. Highly recommend. ",5
Japanese Plastic Food Sample Art Experience in Tokyo,my partner and i booked the ramen making session and had a fantastic time. the staff were very friendly and helpful even though there was a small language barrier. we definitely recommend going to this establishment for creative souvenirs :),5
Japanese Plastic Food Sample Art Experience in Tokyo,"The guide spoke good english so we understood everything well. He explained where the Sample factory comes from and also a lil smalltalk which was fun. 

For the activity itself the creation of ice cream sample was a nice experience and turned out really pretty.

Def recommend",5
Japanese Plastic Food Sample Art Experience in Tokyo,"My friends and I had a great time learning how these dishes are made, and creating our own! The store items are so cute, especially the magnets. The staff is wonderful and I will be recommending everyone to come here! ",5
Japanese Plastic Food Sample Art Experience in Tokyo,"Easy and fun, definitely recommended! Our helper told us his English wasn't very good, but then proceeded to explain everything perfectly in English. :)",5
Japanese Plastic Food Sample Art Experience in Tokyo,"My boyfriend and I really enjoyed our experience; the teacher was so friendly, patient and genuine, and we got to do so many steps when making the ramen bowl. It was not stressful at all, and we wish we had brought our parents along too. Also loved the wide variety of items we could purchase after! So much more meaningful buying from here than Donki / other places whom you don’t know who made them.",5
Japanese Plastic Food Sample Art Experience in Tokyo,"The kids didn’t know what to expect but afterwards they raved about this experience. They made the regular sized parfait and enjoyed choosing the decorations first with a sample parfait, then pouring in the silicon icecream and arranging the decorations. The man helping was very friendly and patient. It was great to have this experience which we probably couldn’t do anywhere else in the world! ",5
Japanese Plastic Food Sample Art Experience in Tokyo,We had a very nice experience. The vibe was very good and comfortable. We chose to make a pizza clock and bought some of the keychains made by the shop.,5
Japanese Plastic Food Sample Art Experience in Tokyo,"I've now been to Yamato Sample twice and tried two different kits, and I can confidently say this is one of the most unique and fun experiences I've had on my trips to the country!  This is a good place to both try your hand at crafting as well as learn a bit about techniques used to make realistic food.

The craftsmen that help you are, as you can imagine, incredibly knowledgeable and have a great sense of humor; additionally, they have a nice lil shop near the front that shows some of their more intricate works that are for sale.  I have tons of friends that are constantly planning their own trips to Japan and this is one of the few places I always recommend to them.",5
Japanese Plastic Food Sample Art Experience in Tokyo,"It was fun, easy, and just a really nice experience all around. I'd definitely recommend it to anyone! :)",5
Japanese Plastic Food Sample Art Experience in Tokyo,"We had a lovely time with the staff. They were patient, helpful and very kind.

The quality of the product was very good. ",5
